OrderID,ProductType,Quantity,OrderTime,PickType,PPS_ID
ORD_666,Clothing,4,2024-03-24 12:46:00,Automated,PPS_2
ORD_667,Electronics,4,2024-03-26 08:33:00,Automated,PPS_5
ORD_668,Books,4,2024-03-19 05:52:00,Manual,PPS_1
ORD_669,Toys,7,2024-03-19 02:05:00,Automated,PPS_2
ORD_670,Electronics,1,2024-03-14 03:32:00,Automated,PPS_2
ORD_671,Clothing,2,2024-03-09 19:54:00,Automated,PPS_4
ORD_672,Groceries,9,2024-03-01 12:27:00,Manual,PPS_5
ORD_673,Groceries,4,2024-03-30 07:37:00,Manual,PPS_3
ORD_674,Electronics,7,2024-03-03 03:52:00,Manual,PPS_5
ORD_675,Groceries,9,2024-03-16 12:17:00,Manual,PPS_1
ORD_676,Electronics,1,2024-03-01 15:55:00,Automated,PPS_4
ORD_677,Electronics,8,2024-03-19 06:54:00,Manual,PPS_1
ORD_678,Electronics,7,2024-03-14 04:07:00,Manual,PPS_1
ORD_679,Electronics,3,2024-03-26 00:06:00,Manual,PPS_3
ORD_680,Books,6,2024-03-18 22:08:00,Manual,PPS_3
ORD_681,Books,4,2024-03-28 05:43:00,Manual,PPS_2
ORD_682,Groceries,10,2024-03-27 22:52:00,Manual,PPS_3
ORD_683,Electronics,3,2024-03-07 18:35:00,Manual,PPS_1
ORD_684,Toys,1,2024-03-09 06:02:00,Manual,PPS_2
ORD_685,Clothing,9,2024-03-28 23:37:00,Manual,PPS_1
ORD_686,Groceries,7,2024-03-25 18:38:00,Automated,PPS_5
ORD_687,Toys,2,2024-03-11 13:22:00,Automated,PPS_5
ORD_688,Electronics,6,2024-03-09 17:54:00,Automated,PPS_4
ORD_689,Books,5,2024-03-23 01:39:00,Automated,PPS_5
ORD_690,Groceries,3,2024-03-19 16:48:00,Manual,PPS_1
ORD_691,Clothing,1,2024-03-11 04:51:00,Manual,PPS_1
ORD_692,Books,3,2024-03-19 21:31:00,Manual,PPS_5
ORD_693,Toys,4,2024-03-30 08:09:00,Manual,PPS_5
ORD_694,Groceries,3,2024-03-14 17:19:00,Manual,PPS_3
ORD_695,Books,6,2024-03-06 08:27:00,Automated,PPS_1
ORD_696,Electronics,1,2024-03-22 19:19:00,Manual,PPS_5
ORD_697,Toys,9,2024-03-12 01:17:00,Automated,PPS_4
ORD_698,Clothing,2,2024-03-08 17:54:00,Automated,PPS_1
ORD_699,Books,3,2024-03-30 11:33:00,Manual,PPS_2
ORD_700,Groceries,5,2024-03-26 00:30:00,Automated,PPS_5
ORD_701,Books,5,2024-03-01 05:44:00,Manual,PPS_1
ORD_702,Toys,1,2024-03-24 13:53:00,Automated,PPS_3
ORD_703,Electronics,3,2024-03-12 20:39:00,Automated,PPS_1
ORD_704,Groceries,4,2024-03-24 01:58:00,Automated,PPS_1
ORD_705,Groceries,3,2024-03-28 02:30:00,Automated,PPS_2
ORD_706,Clothing,5,2024-03-13 07:34:00,Manual,PPS_2
ORD_707,Clothing,10,2024-03-18 00:12:00,Manual,PPS_1
ORD_708,Electronics,1,2024-03-27 14:37:00,Manual,PPS_2
ORD_709,Books,4,2024-03-02 23:56:00,Automated,PPS_2
ORD_710,Groceries,4,2024-03-17 23:46:00,Automated,PPS_4
ORD_711,Books,3,2024-03-17 04:44:00,Automated,PPS_3
ORD_712,Books,10,2024-03-10 13:52:00,Automated,PPS_3
ORD_713,Clothing,6,2024-03-23 01:28:00,Manual,PPS_5
ORD_714,Toys,5,2024-03-20 16:26:00,Manual,PPS_5
ORD_715,Books,1,2024-03-25 01:40:00,Manual,PPS_3
ORD_716,Toys,6,2024-03-04 21:13:00,Manual,PPS_2
ORD_717,Books,9,2024-03-29 10:54:00,Manual,PPS_5
ORD_718,Toys,6,2024-03-12 01:11:00,Automated,PPS_3
ORD_719,Clothing,2,2024-03-27 20:58:00,Automated,PPS_4
ORD_720,Toys,9,2024-03-02 00:24:00,Automated,PPS_3
ORD_721,Clothing,9,2024-03-02 06:34:00,Automated,PPS_4
ORD_722,Clothing,5,2024-03-19 17:06:00,Automated,PPS_5
ORD_723,Toys,7,2024-03-12 21:48:00,Automated,PPS_3
ORD_724,Books,3,2024-03-21 21:38:00,Manual,PPS_5
ORD_725,Toys,3,2024-03-09 17:26:00,Manual,PPS_4
ORD_726,Clothing,3,2024-03-08 16:03:00,Manual,PPS_1
ORD_727,Books,4,2024-03-25 06:23:00,Automated,PPS_3
ORD_728,Clothing,1,2024-03-26 08:57:00,Manual,PPS_4
ORD_729,Toys,10,2024-03-18 00:40:00,Manual,PPS_1
ORD_730,Toys,4,2024-03-10 14:23:00,Manual,PPS_2
ORD_731,Groceries,5,2024-03-24 08:12:00,Automated,PPS_1
ORD_732,Electronics,2,2024-03-08 22:16:00,Manual,PPS_5
ORD_733,Clothing,8,2024-03-01 15:35:00,Automated,PPS_4
ORD_734,Books,10,2024-03-30 14:18:00,Automated,PPS_1
ORD_735,Books,8,2024-03-11 14:04:00,Automated,PPS_1
ORD_736,Electronics,10,2024-03-15 13:19:00,Automated,PPS_2
ORD_737,Books,5,2024-03-18 22:35:00,Manual,PPS_1
ORD_738,Books,8,2024-03-30 17:45:00,Automated,PPS_1
ORD_739,Groceries,8,2024-03-15 00:47:00,Manual,PPS_5
ORD_740,Toys,2,2024-03-11 11:31:00,Manual,PPS_2
ORD_741,Electronics,4,2024-03-07 16:54:00,Automated,PPS_1
ORD_742,Electronics,1,2024-03-22 12:04:00,Automated,PPS_3
ORD_743,Books,2,2024-03-02 21:25:00,Manual,PPS_1
ORD_744,Electronics,6,2024-03-17 18:07:00,Automated,PPS_4
ORD_745,Toys,4,2024-03-03 20:33:00,Manual,PPS_1
ORD_746,Books,6,2024-03-20 05:26:00,Automated,PPS_5
ORD_747,Groceries,8,2024-03-18 06:41:00,Automated,PPS_1
ORD_748,Groceries,2,2024-03-25 04:12:00,Manual,PPS_2
ORD_749,Groceries,7,2024-03-11 05:20:00,Automated,PPS_2
ORD_750,Groceries,2,2024-03-16 01:11:00,Automated,PPS_1
ORD_751,Electronics,2,2024-03-22 00:16:00,Automated,PPS_1
ORD_752,Toys,2,2024-03-05 20:44:00,Automated,PPS_3
ORD_753,Toys,10,2024-03-25 20:05:00,Automated,PPS_5
ORD_754,Clothing,9,2024-03-09 23:34:00,Automated,PPS_4
ORD_755,Toys,8,2024-03-21 22:51:00,Manual,PPS_5
ORD_756,Groceries,8,2024-03-30 00:10:00,Manual,PPS_3
ORD_757,Clothing,7,2024-03-20 23:37:00,Automated,PPS_3
ORD_758,Clothing,10,2024-03-10 11:29:00,Automated,PPS_1
ORD_759,Clothing,5,2024-03-24 04:16:00,Manual,PPS_3
ORD_760,Books,7,2024-03-12 18:09:00,Manual,PPS_5
ORD_761,Books,10,2024-03-27 10:45:00,Automated,PPS_2
ORD_762,Groceries,6,2024-03-04 02:20:00,Automated,PPS_3
ORD_763,Books,1,2024-03-14 22:02:00,Automated,PPS_3
ORD_764,Groceries,5,2024-03-27 21:30:00,Manual,PPS_5
ORD_765,Electronics,7,2024-03-08 19:20:00,Automated,PPS_2
ORD_766,Groceries,1,2024-03-13 21:25:00,Manual,PPS_5
ORD_767,Books,5,2024-03-28 13:27:00,Automated,PPS_5
ORD_768,Books,10,2024-03-15 12:36:00,Manual,PPS_1
ORD_769,Clothing,2,2024-03-04 09:03:00,Manual,PPS_5
ORD_770,Clothing,1,2024-03-12 02:38:00,Manual,PPS_2
ORD_771,Clothing,7,2024-03-25 03:34:00,Automated,PPS_2
ORD_772,Toys,8,2024-03-24 15:42:00,Manual,PPS_5
ORD_773,Electronics,9,2024-03-11 05:25:00,Automated,PPS_1
ORD_774,Groceries,2,2024-03-27 11:23:00,Automated,PPS_1
ORD_775,Groceries,9,2024-03-02 06:36:00,Manual,PPS_5
ORD_776,Books,3,2024-03-10 07:00:00,Automated,PPS_4
ORD_777,Books,5,2024-03-14 04:53:00,Manual,PPS_1
ORD_778,Electronics,5,2024-03-09 02:05:00,Automated,PPS_4
ORD_779,Toys,3,2024-03-20 05:41:00,Automated,PPS_4
ORD_780,Clothing,3,2024-03-19 06:02:00,Automated,PPS_5
ORD_781,Clothing,9,2024-03-29 19:28:00,Automated,PPS_3
ORD_782,Electronics,5,2024-03-17 13:36:00,Automated,PPS_1
ORD_783,Books,1,2024-03-09 21:08:00,Manual,PPS_1
ORD_784,Books,6,2024-03-29 08:18:00,Manual,PPS_3
ORD_785,Toys,9,2024-03-20 13:42:00,Automated,PPS_1
ORD_786,Toys,6,2024-03-05 21:03:00,Automated,PPS_4
ORD_787,Clothing,10,2024-03-25 23:18:00,Manual,PPS_5
ORD_788,Groceries,10,2024-03-21 10:15:00,Manual,PPS_5
ORD_789,Groceries,2,2024-03-21 01:33:00,Manual,PPS_4
ORD_790,Toys,6,2024-03-24 19:16:00,Manual,PPS_2
ORD_791,Toys,10,2024-03-15 12:56:00,Manual,PPS_1
ORD_792,Toys,4,2024-03-19 12:49:00,Automated,PPS_3
ORD_793,Clothing,3,2024-03-24 23:39:00,Manual,PPS_4
ORD_794,Toys,2,2024-03-07 05:17:00,Manual,PPS_5
ORD_795,Toys,6,2024-03-27 07:00:00,Manual,PPS_2
ORD_796,Electronics,9,2024-03-23 23:04:00,Automated,PPS_5
ORD_797,Books,3,2024-03-17 16:50:00,Manual,PPS_4
ORD_798,Electronics,4,2024-03-29 23:54:00,Manual,PPS_2
ORD_799,Clothing,1,2024-03-30 21:56:00,Automated,PPS_2
ORD_800,Clothing,2,2024-03-16 01:30:00,Manual,PPS_1
ORD_801,Clothing,2,2024-03-11 03:27:00,Automated,PPS_3
ORD_802,Groceries,9,2024-03-28 17:50:00,Manual,PPS_4
ORD_803,Books,2,2024-03-13 10:31:00,Automated,PPS_3
ORD_804,Groceries,10,2024-03-04 21:22:00,Manual,PPS_2
ORD_805,Toys,2,2024-03-27 01:16:00,Manual,PPS_3
ORD_806,Books,9,2024-03-28 10:00:00,Manual,PPS_1
ORD_807,Electronics,8,2024-03-11 18:13:00,Automated,PPS_1
ORD_808,Electronics,9,2024-03-29 05:37:00,Manual,PPS_1
ORD_809,Groceries,7,2024-03-18 01:17:00,Manual,PPS_4
ORD_810,Electronics,10,2024-03-01 01:42:00,Manual,PPS_1
ORD_811,Electronics,4,2024-03-24 04:35:00,Manual,PPS_5
ORD_812,Books,6,2024-03-07 12:44:00,Automated,PPS_1
ORD_813,Electronics,5,2024-03-23 13:14:00,Manual,PPS_3
ORD_814,Books,3,2024-03-15 06:34:00,Automated,PPS_1
ORD_815,Books,3,2024-03-09 09:56:00,Automated,PPS_5
ORD_816,Groceries,8,2024-03-06 12:32:00,Manual,PPS_2
ORD_817,Clothing,2,2024-03-13 16:10:00,Manual,PPS_3
ORD_818,Electronics,7,2024-03-18 21:09:00,Manual,PPS_5
ORD_819,Clothing,1,2024-03-20 19:57:00,Manual,PPS_3
ORD_820,Toys,4,2024-03-29 20:01:00,Manual,PPS_5
ORD_821,Books,7,2024-03-24 06:37:00,Automated,PPS_3
ORD_822,Groceries,9,2024-03-21 06:21:00,Automated,PPS_4
ORD_823,Electronics,7,2024-03-29 14:34:00,Automated,PPS_1
ORD_824,Books,5,2024-03-05 12:48:00,Automated,PPS_2
ORD_825,Toys,4,2024-03-13 02:17:00,Automated,PPS_1
ORD_826,Clothing,1,2024-03-08 18:31:00,Manual,PPS_5
ORD_827,Clothing,8,2024-03-07 11:16:00,Automated,PPS_2
ORD_828,Books,6,2024-03-13 22:41:00,Automated,PPS_3
ORD_829,Electronics,9,2024-03-18 13:10:00,Manual,PPS_5
ORD_830,Groceries,1,2024-03-12 08:59:00,Manual,PPS_1
ORD_831,Groceries,4,2024-03-16 11:57:00,Manual,PPS_1
ORD_832,Toys,5,2024-03-05 16:20:00,Manual,PPS_1
ORD_833,Books,2,2024-03-15 16:04:00,Automated,PPS_3
ORD_834,Books,3,2024-03-17 18:05:00,Manual,PPS_4
ORD_835,Books,9,2024-03-30 23:53:00,Automated,PPS_1
ORD_836,Groceries,6,2024-03-15 21:49:00,Automated,PPS_3
ORD_837,Groceries,5,2024-03-18 20:49:00,Automated,PPS_5
ORD_838,Books,8,2024-03-29 05:39:00,Automated,PPS_1
ORD_839,Groceries,4,2024-03-21 12:55:00,Automated,PPS_5
ORD_840,Toys,7,2024-03-21 13:40:00,Automated,PPS_3
ORD_841,Electronics,10,2024-03-08 03:48:00,Manual,PPS_5
ORD_842,Books,2,2024-03-16 10:04:00,Manual,PPS_5
ORD_843,Groceries,8,2024-03-07 11:59:00,Automated,PPS_4
ORD_844,Books,3,2024-03-27 04:41:00,Automated,PPS_1
ORD_845,Electronics,10,2024-03-13 00:36:00,Automated,PPS_4
ORD_846,Electronics,8,2024-03-19 03:39:00,Manual,PPS_2
ORD_847,Books,2,2024-03-01 07:42:00,Automated,PPS_4
ORD_848,Toys,5,2024-03-21 04:09:00,Automated,PPS_5
ORD_849,Toys,4,2024-03-03 18:24:00,Manual,PPS_4
ORD_850,Electronics,8,2024-03-03 22:33:00,Automated,PPS_1
ORD_851,Toys,9,2024-03-21 21:28:00,Manual,PPS_1
ORD_852,Clothing,9,2024-03-02 04:14:00,Manual,PPS_5
ORD_853,Toys,8,2024-03-10 16:18:00,Automated,PPS_3
ORD_854,Groceries,4,2024-03-22 22:31:00,Manual,PPS_3
ORD_855,Clothing,5,2024-03-23 12:15:00,Automated,PPS_5
ORD_856,Books,6,2024-03-20 09:22:00,Manual,PPS_1
ORD_857,Electronics,8,2024-03-27 16:18:00,Automated,PPS_5
ORD_858,Clothing,5,2024-03-13 03:06:00,Automated,PPS_3
ORD_859,Electronics,10,2024-03-24 17:30:00,Automated,PPS_2
ORD_860,Electronics,1,2024-03-27 12:49:00,Manual,PPS_5
ORD_861,Clothing,1,2024-03-21 13:14:00,Automated,PPS_2
ORD_862,Groceries,7,2024-03-04 05:33:00,Manual,PPS_2
ORD_863,Toys,3,2024-03-20 21:10:00,Automated,PPS_2
ORD_864,Books,2,2024-03-27 01:51:00,Manual,PPS_4
ORD_865,Groceries,9,2024-03-18 14:12:00,Automated,PPS_5
ORD_866,Toys,2,2024-03-27 07:11:00,Automated,PPS_1
ORD_867,Electronics,1,2024-03-30 16:07:00,Manual,PPS_2
ORD_868,Groceries,5,2024-03-22 16:05:00,Manual,PPS_3
ORD_869,Groceries,7,2024-03-28 16:18:00,Manual,PPS_1
ORD_870,Clothing,2,2024-03-27 08:21:00,Manual,PPS_5
ORD_871,Clothing,5,2024-03-12 11:24:00,Manual,PPS_2
ORD_872,Groceries,3,2024-03-28 03:55:00,Automated,PPS_3
ORD_873,Groceries,5,2024-03-01 11:52:00,Automated,PPS_3
ORD_874,Electronics,8,2024-03-27 01:40:00,Manual,PPS_4
ORD_875,Groceries,1,2024-03-06 04:53:00,Automated,PPS_2
ORD_876,Books,8,2024-03-14 21:43:00,Manual,PPS_4
ORD_877,Clothing,2,2024-03-12 00:44:00,Manual,PPS_3
ORD_878,Groceries,1,2024-03-07 23:43:00,Automated,PPS_3
ORD_879,Clothing,9,2024-03-19 16:25:00,Manual,PPS_5
ORD_880,Clothing,2,2024-03-29 19:27:00,Manual,PPS_1
ORD_881,Groceries,5,2024-03-03 07:31:00,Automated,PPS_5
ORD_882,Clothing,3,2024-03-15 00:02:00,Automated,PPS_4
ORD_883,Books,6,2024-03-26 13:24:00,Manual,PPS_5
ORD_884,Toys,3,2024-03-28 12:53:00,Manual,PPS_2
ORD_885,Books,5,2024-03-16 07:29:00,Manual,PPS_3
ORD_886,Clothing,7,2024-03-26 14:14:00,Automated,PPS_1
ORD_887,Clothing,8,2024-03-28 04:52:00,Automated,PPS_3
ORD_888,Groceries,10,2024-03-01 02:47:00,Manual,PPS_1
ORD_889,Books,9,2024-03-10 04:33:00,Manual,PPS_1
ORD_890,Books,1,2024-03-17 03:57:00,Automated,PPS_1
ORD_891,Electronics,1,2024-03-08 15:42:00,Automated,PPS_4
ORD_892,Books,10,2024-03-15 04:25:00,Manual,PPS_1
ORD_893,Groceries,3,2024-03-06 11:56:00,Automated,PPS_1
ORD_894,Toys,5,2024-03-09 02:18:00,Automated,PPS_2
ORD_895,Groceries,2,2024-03-19 14:20:00,Automated,PPS_1
ORD_896,Electronics,1,2024-03-01 08:47:00,Manual,PPS_4
ORD_897,Books,4,2024-03-13 05:30:00,Automated,PPS_5
ORD_898,Toys,3,2024-03-22 04:12:00,Manual,PPS_4
ORD_899,Books,2,2024-03-24 06:14:00,Manual,PPS_3
ORD_900,Toys,8,2024-03-11 23:43:00,Automated,PPS_3
ORD_901,Groceries,4,2024-03-07 06:20:00,Automated,PPS_1
ORD_902,Clothing,1,2024-03-11 13:42:00,Manual,PPS_4
ORD_903,Toys,4,2024-03-23 02:27:00,Automated,PPS_3
ORD_904,Toys,4,2024-03-22 03:55:00,Manual,PPS_5
ORD_905,Groceries,8,2024-03-26 09:14:00,Manual,PPS_3
ORD_906,Clothing,6,2024-03-08 15:00:00,Manual,PPS_2
ORD_907,Books,8,2024-03-03 02:28:00,Automated,PPS_2
ORD_908,Books,2,2024-03-08 13:07:00,Manual,PPS_2
ORD_909,Books,1,2024-03-29 21:41:00,Automated,PPS_2
ORD_910,Clothing,8,2024-03-23 15:16:00,Automated,PPS_4
ORD_911,Electronics,5,2024-03-01 14:28:00,Manual,PPS_4
ORD_912,Electronics,6,2024-03-09 10:32:00,Automated,PPS_4
ORD_913,Toys,5,2024-03-02 11:31:00,Automated,PPS_2
ORD_914,Books,2,2024-03-15 13:08:00,Manual,PPS_5
ORD_915,Electronics,3,2024-03-22 16:36:00,Automated,PPS_4
ORD_916,Groceries,7,2024-03-26 06:20:00,Manual,PPS_2
ORD_917,Toys,7,2024-03-18 13:15:00,Manual,PPS_1
ORD_918,Groceries,2,2024-03-10 06:55:00,Manual,PPS_2
ORD_919,Clothing,5,2024-03-30 08:06:00,Automated,PPS_4
ORD_920,Toys,5,2024-03-26 13:50:00,Manual,PPS_4
ORD_921,Toys,3,2024-03-21 08:13:00,Automated,PPS_5
ORD_922,Clothing,7,2024-03-06 09:30:00,Manual,PPS_2
ORD_923,Clothing,8,2024-03-24 20:57:00,Manual,PPS_5
ORD_924,Groceries,8,2024-03-19 06:29:00,Manual,PPS_5
ORD_925,Groceries,4,2024-03-26 07:27:00,Manual,PPS_1
ORD_926,Books,6,2024-03-11 15:51:00,Manual,PPS_5
ORD_927,Clothing,9,2024-03-07 13:59:00,Automated,PPS_2
ORD_928,Groceries,1,2024-03-08 22:53:00,Manual,PPS_5
ORD_929,Electronics,8,2024-03-23 09:41:00,Manual,PPS_3
ORD_930,Toys,4,2024-03-28 13:03:00,Manual,PPS_3
ORD_931,Electronics,7,2024-03-18 22:11:00,Automated,PPS_2
ORD_932,Toys,5,2024-03-18 07:42:00,Manual,PPS_5
ORD_933,Clothing,10,2024-03-16 03:35:00,Manual,PPS_3
ORD_934,Electronics,3,2024-03-30 20:19:00,Automated,PPS_5
ORD_935,Clothing,8,2024-03-08 14:32:00,Manual,PPS_4
ORD_936,Toys,4,2024-03-19 08:46:00,Manual,PPS_2
ORD_937,Electronics,1,2024-03-28 00:35:00,Automated,PPS_2
ORD_938,Groceries,6,2024-03-20 08:37:00,Manual,PPS_1
ORD_939,Books,10,2024-03-01 07:55:00,Manual,PPS_2
ORD_940,Toys,6,2024-03-06 07:45:00,Automated,PPS_2
ORD_941,Books,3,2024-03-21 18:19:00,Manual,PPS_3
ORD_942,Electronics,5,2024-03-18 15:22:00,Automated,PPS_1
ORD_943,Books,3,2024-03-14 05:05:00,Manual,PPS_2
ORD_944,Clothing,4,2024-03-24 03:45:00,Manual,PPS_2
ORD_945,Clothing,6,2024-03-06 11:45:00,Manual,PPS_1
ORD_946,Clothing,6,2024-03-23 23:00:00,Manual,PPS_3
ORD_947,Books,9,2024-03-04 05:53:00,Automated,PPS_4
ORD_948,Groceries,4,2024-03-21 15:01:00,Manual,PPS_2
ORD_949,Books,10,2024-03-03 07:19:00,Automated,PPS_1
ORD_950,Electronics,8,2024-03-25 02:52:00,Automated,PPS_1
ORD_951,Books,7,2024-03-21 11:08:00,Manual,PPS_3
ORD_952,Clothing,1,2024-03-03 15:07:00,Automated,PPS_5
ORD_953,Clothing,4,2024-03-28 04:58:00,Manual,PPS_2
ORD_954,Books,3,2024-03-12 02:07:00,Manual,PPS_5
ORD_955,Groceries,9,2024-03-04 13:57:00,Manual,PPS_1
ORD_956,Toys,2,2024-03-09 18:03:00,Manual,PPS_1
ORD_957,Books,6,2024-03-12 16:49:00,Manual,PPS_1
ORD_958,Books,9,2024-03-15 19:24:00,Automated,PPS_3
ORD_959,Clothing,5,2024-03-07 06:02:00,Manual,PPS_5
ORD_960,Groceries,5,2024-03-18 16:44:00,Manual,PPS_3
ORD_961,Clothing,10,2024-03-25 21:00:00,Manual,PPS_4
ORD_962,Groceries,5,2024-03-12 18:37:00,Manual,PPS_5
ORD_963,Books,5,2024-03-29 23:07:00,Manual,PPS_5
ORD_964,Toys,5,2024-03-13 19:58:00,Manual,PPS_1
ORD_965,Toys,8,2024-03-13 09:07:00,Automated,PPS_2
ORD_966,Groceries,3,2024-03-14 13:11:00,Automated,PPS_5
ORD_967,Toys,10,2024-03-13 18:32:00,Manual,PPS_3
ORD_968,Toys,4,2024-03-25 17:21:00,Manual,PPS_4
ORD_969,Electronics,1,2024-03-30 03:20:00,Manual,PPS_3
ORD_970,Books,2,2024-03-03 18:05:00,Automated,PPS_1
ORD_971,Clothing,2,2024-03-19 08:47:00,Manual,PPS_5
ORD_972,Books,3,2024-03-13 20:15:00,Manual,PPS_2
ORD_973,Clothing,4,2024-03-09 15:27:00,Automated,PPS_5
ORD_974,Groceries,2,2024-03-26 09:42:00,Manual,PPS_3
ORD_975,Electronics,2,2024-03-09 06:30:00,Automated,PPS_2
ORD_976,Toys,9,2024-03-17 15:24:00,Manual,PPS_2
ORD_977,Electronics,9,2024-03-29 01:56:00,Automated,PPS_3
ORD_978,Books,10,2024-03-24 19:22:00,Manual,PPS_5
ORD_979,Toys,9,2024-03-24 04:39:00,Manual,PPS_1
ORD_980,Clothing,4,2024-03-01 16:08:00,Automated,PPS_5
ORD_981,Electronics,4,2024-03-20 06:07:00,Automated,PPS_3
ORD_982,Clothing,7,2024-03-22 11:35:00,Automated,PPS_1
ORD_983,Books,4,2024-03-07 04:12:00,Manual,PPS_3
ORD_984,Clothing,9,2024-03-14 18:09:00,Automated,PPS_1
ORD_985,Books,8,2024-03-11 00:04:00,Manual,PPS_4
ORD_986,Groceries,8,2024-03-05 07:51:00,Manual,PPS_1
ORD_987,Groceries,8,2024-03-11 15:12:00,Automated,PPS_1
ORD_988,Toys,6,2024-03-29 01:04:00,Automated,PPS_2
ORD_989,Electronics,5,2024-03-06 03:12:00,Automated,PPS_3
ORD_990,Toys,4,2024-03-18 00:12:00,Manual,PPS_5
ORD_991,Groceries,9,2024-03-02 22:32:00,Manual,PPS_5
ORD_992,Toys,5,2024-03-12 12:43:00,Manual,PPS_1
ORD_993,Books,9,2024-03-24 21:02:00,Automated,PPS_5
ORD_994,Groceries,4,2024-03-16 02:59:00,Automated,PPS_2
ORD_995,Clothing,7,2024-03-02 12:20:00,Manual,PPS_3
ORD_996,Books,2,2024-03-20 13:35:00,Manual,PPS_5
ORD_997,Clothing,6,2024-03-18 08:51:00,Manual,PPS_1
ORD_998,Toys,6,2024-03-05 14:06:00,Manual,PPS_1
ORD_999,Books,1,2024-03-02 10:59:00,Automated,PPS_5
ORD_1000,Clothing,9,2024-03-18 02:27:00,Automated,PPS_2
